iso3,country,year,gdp_const,labor_force,gcf_const,inflation_cpi,fdi_gdp,gov_consumption_const,broad_money_gdp,education_years_adults,kof_overall,kof_overall_de_facto,kof_overall_de_jure,kof_economic,kof_economic_de_facto,kof_economic_de_jure,kof_trade,kof_trade_de_facto,kof_trade_de_jure,kof_financial,kof_financial_de_facto,kof_financial_de_jure,kof_social,kof_social_de_facto,kof_social_de_jure,kof_interpersonal,kof_interpersonal_de_facto,kof_interpersonal_de_jure,kof_informational,kof_informational_de_facto,kof_informational_de_jure,kof_cultural,kof_cultural_de_facto,kof_cultural_de_jure,kof_political,kof_political_de_facto,kof_political_de_jure,gdp_per_worker,gcf_per_worker,ln_gdp_per_worker,ln_gcf_per_worker,d_ln_gdp_per_worker,gdp_per_worker_growth_pct,crisis_financial_2008_2009,crisis_debt_2010_2012,crisis_covid_2020_2021,crisis_energy_war_2022_2023
EST,Estonia,2010,19516680413.32898,682900.0,3932840151.402859,2.97204512015693,13.27703301290266,3949799319.851561,,13.33,77.47308349609375,74.06430053710938,80.88186645507812,84.31620788574219,83.77066802978516,84.86172485351562,86.32701873779297,82.63025665283203,90.02379608154297,82.30536651611328,84.91107940673828,79.69967651367188,76.3956298828125,71.83885955810547,80.952392578125,79.19523620605469,75.63168334960938,82.7587890625,72.615966796875,70.33100128173828,74.90093231201172,77.37568664550781,69.55392456054688,85.19744110107422,71.7074203491211,66.58336639404297,76.83148193359375,28579.11907062378,5759.027897793028,10.260431627727629,8.658523971702794,0.03298332312681573,3.2983323126815733,0,1,0,0
EST,Estonia,2011,21001309333.01294,687635.0,5077496728.446483,4.9819013145361,4.802404492515875,4044075739.680857,,13.4,78.97716522216797,75.5499496459961,82.40435028076172,84.595703125,83.84423065185547,85.34716033935547,87.30777740478516,85.6046142578125,89.01093292236328,81.88361358642578,82.0838394165039,81.68338012695312,78.79780578613281,73.95591735839844,83.63971710205078,81.17609405517578,77.40967559814453,84.94251251220703,73.90682983398438,72.63954162597656,75.17411804199219,81.3105239868164,71.81855010986328,90.80250549316406,73.5379409790039,68.84969329833984,78.22618865966797,30541.361816971126,7383.999837772194,10.326837169034885,8.907070754212508,0.0664055413072564,6.64055413072564,0,1,0,0
EST,Estonia,2012,21772481344.23009,683905.0,6025009222.958773,3.93339987296985,7.691656794951601,4172256654.421873,,13.45,79.31562805175781,75.33543395996094,83.29582214355469,85.04444885253906,84.36227416992188,85.72662353515625,87.26769256591797,85.9554443359375,88.5799560546875,82.82120513916016,82.76911926269531,82.87328338623047,78.99006652832031,73.10839080810547,84.87174224853516,82.42820739746094,77.45545959472656,87.40094757080078,72.22360229492188,68.57022094726562,75.87696838378906,82.31840515136719,73.29950714111328,91.33729553222656,73.91234588623047,68.53561401367188,79.2890853881836,31835.53467839845,8809.716587769899,10.368338387610807,9.083610549033654,0.04150121857592204,4.150121857592204,0,1,0,0
EST,Estonia,2013,22154913628.32436,680463.0,5820995547.476454,2.78056658954987,4.313939306295332,4288143056.821873,,13.54,79.53938293457031,76.09803771972656,82.98072814941406,84.55219268798828,83.62377166748047,85.48062133789062,86.29350280761719,84.48023986816406,88.10675811767578,82.81088256835938,82.76728820800781,82.85447692871094,79.85174560546875,75.53536987304688,84.16812896728516,81.93329620361328,78.22544860839844,85.64114379882812,75.50675964355469,74.44562530517578,76.56788635253906,82.11518859863281,73.93505096435547,90.29533386230469,74.21421813964844,69.13497161865234,79.29345703125,32558.586768603673,8554.462986931625,10.390796415261836,9.054208412518728,0.022458027651028445,2.2458027651028445,0,0,0,0
EST,Estonia,2014,22891074856.69384,675361.0,6068941801.895638,-0.106175146521709,6.585116181234025,4347085929.136326,,13.44,79.66314697265625,75.52653503417969,83.79974365234375,84.44637298583984,82.61605072021484,86.27669525146484,86.90633392333984,83.44715881347656,90.36551666259766,81.98641967773438,81.78495025634766,82.18788146972656,79.54340362548828,74.68299102783203,84.40380859375,81.9073257446289,78.20632934570312,85.60832977294922,74.32051086425781,71.35842895507812,77.28257751464844,82.40238189697266,74.48422241210938,90.3205337524414,74.9996337890625,69.28056335449219,80.71871185302734,33894.576169920736,8986.218928685012,10.43101028558039,9.10344745264125,0.04021387031855461,4.021387031855461,0,0,0,0
EST,Estonia,2015,23311847750.93944,682925.0,5744263336.426559,-0.49232600654737,-3.069105192920148,4481298155.950779,,13.49,80.56954956054688,76.37660217285156,84.76248931884766,84.37326049804688,81.64596557617188,87.10054016113281,85.95770263671875,81.97813415527344,89.93727111816406,82.7887954711914,81.31378936767578,84.26380920410156,80.49140167236328,75.24889373779297,85.7339096069336,81.39883422851562,77.23186492919922,85.56581115722656,76.00176239013672,73.62203216552734,78.38150787353516,84.07359313964844,74.89279174804688,93.25440979003906,76.8439712524414,72.23493957519531,81.45301818847656,34135.29706913562,8411.265272799443,10.438087232586904,9.03732719025947,0.007076947006513734,0.7076947006513734,0,0,0,0
EST,Estonia,2016,24032887679.50372,691079.0,6067307350.049421,0.148684907627372,3.769232561063898,4595295057.898045,,13.51,80.68536376953125,76.34249877929688,85.02825927734375,84.86329650878906,82.26072692871094,87.46585083007812,86.6281967163086,82.54536437988281,90.71104431152344,83.09837341308594,81.97608947753906,84.22065734863281,79.720947265625,73.60611724853516,85.8357925415039,80.91297912597656,76.73301696777344,85.09294128417969,73.54627990722656,68.3487548828125,78.74381256103516,84.70360565185547,75.73655700683594,93.67064666748047,77.47189331054688,73.16067504882812,81.78311157226562,34775.890570403266,8779.470002777427,10.456679625964899,9.080171320658817,0.01859239337799501,1.859239337799501,0,0,0,0
EST,Estonia,2017,25387062190.04678,697564.0,6875975743.801785,3.41723549488054,6.318927212196036,4682852267.661716,,13.56,81.36963653564453,77.66191864013672,85.07734680175781,85.14237976074219,82.71833038330078,87.5664291381836,86.6519546508789,82.35014343261719,90.95378112792969,83.6327896118164,83.08650207519531,84.1790771484375,81.39787292480469,76.91381072998047,85.88192749023438,80.98014068603516,76.95115661621094,85.00914001464844,75.97003936767578,72.88717651367188,79.05290222167969,87.24341583251953,80.90309143066406,93.583740234375,77.56868743896484,73.35364532470703,81.78372192382812,36393.88241085661,9857.12528714467,10.502155973864413,9.195949852058911,0.04547634789951438,4.547634789951438,0,0,0,0
EST,Estonia,2018,26326306710.8582,702066.0,7814349630.95872,3.43632688420446,4.080158321671985,4735377717.416795,,13.66,81.58562469482422,77.8654556274414,85.30574798583984,85.04728698730469,82.53731536865234,87.5572509765625,87.16085052490234,83.49879455566406,90.8228988647461,82.9337158203125,81.57583618164062,84.2916030883789,82.12100219726562,77.99478149414062,86.2472152709961,81.86344909667969,78.79263305664062,84.93427276611328,76.66371154785156,73.89839935302734,79.42902374267578,87.83583068847656,81.29331970214844,94.37834930419922,77.58853149414062,73.06426239013672,82.11280059814453,37498.33592690459,11130.505723049857,10.532051835691346,9.3174448810675,0.029895861826933157,2.9895861826933157,0,0,0,0
EST,Estonia,2019,27307395871.06758,700344.0,7771852976.439162,2.27725931243522,9.768193646469815,4886830665.038669,,13.6050005,80.86917114257812,76.15211486816406,85.58621215820312,85.13004302978516,82.54409790039062,87.71597290039062,86.7197265625,82.37117767333984,91.0682601928711,83.54035949707031,82.71702575683594,84.36370086669922,81.4903793334961,76.052978515625,86.92776489257812,81.99047088623047,79.10836791992188,84.87257385253906,73.99180603027344,67.66584014892578,80.3177719116211,88.48886108398438,81.3847427368164,95.59297943115234,75.98707580566406,69.85924530029297,82.11492156982422,38991.40404011112,11097.193631185763,10.571096491590179,9.314447529315238,0.03904465589883266,3.904465589883266,0,0,0,0
EST,Estonia,2020,26519903136.83123,700345.0,7489068331.059396,-0.444531097679829,12.0147752855703,5032896927.576559,,13.55,80.95276641845703,76.51762390136719,85.38792419433594,85.49370574951172,83.29052734375,87.69684600830078,86.52355194091797,81.98516082763672,91.06192016601562,84.46383666992188,84.59590148925781,84.33177185058594,81.3822021484375,76.41510009765625,86.34932708740234,81.2505874633789,78.07569122314453,84.42549133300781,75.3194580078125,70.35657501220703,80.28234100341797,87.57655334472656,80.81297302246094,94.34013366699219,75.98243713378906,69.84729766845703,82.11758422851562,37866.91293124279,10693.398726426827,10.54183300004585,9.277381888607872,-0.029263491544329057,-2.9263491544329057,0,0,1,0
EST,Estonia,2021,28709089435.11869,703200.0,8512488105.295979,4.65316673847472,20.22911286456526,5224472080.349216,,13.562166,81.16319274902344,77.18659973144531,85.13980865478516,86.30757904052734,85.23613739013672,87.37899017333984,88.15325927734375,85.84291076660156,90.46360778808594,84.46187591552734,84.6293716430664,84.29439544677734,80.97784423828125,76.35920715332031,85.59648895263672,80.10295104980469,78.86751556396484,81.33839416503906,74.51276397705078,68.01463317871094,81.01090240478516,88.31783294677734,82.19548797607422,94.4401626586914,76.20419311523438,69.96443176269531,82.44396209716797,40826.3501637069,12105.358511513052,10.617082989274822,9.401403485745902,0.07524998922897197,7.524998922897197,0,0,1,0
EST,Estonia,2022,28357067289.11549,735699.0,7826058216.674598,19.3982634080616,4.529883728131835,5227098297.361324,,13.562166,80.59476470947266,75.24385070800781,85.94566345214844,86.12188720703125,85.03170013427734,87.21205139160156,87.62391662597656,85.10467529296875,90.14315795898438,84.61982727050781,84.9587173461914,84.28095245361328,81.93236541748047,76.41458892822266,87.45016479492188,82.66913604736328,79.19660186767578,86.14167022705078,74.36907196044922,67.44194030761719,81.29619598388672,88.7589340209961,82.6052474975586,94.91261291503906,73.73002624511719,64.2852783203125,83.17477416992188,38544.387431701674,10637.581696691987,10.55956577647759,9.27214845291719,-0.05751721279723121,-5.751721279723121,0,0,0,1
EST,Estonia,2023,27578887219.40506,755414.0,7285771711.267791,9.15922507983982,12.540812828973,5271952574.990622,,13.562166,80.63981628417969,75.4665756225586,85.8130111694336,86.03221130371094,84.85414123535156,87.21028900146484,86.45508575439453,82.77387237548828,90.13629150390625,85.60934448242188,86.93440246582031,84.28428649902344,81.9743423461914,76.89482879638672,87.0538558959961,82.15764617919922,80.0420913696289,84.273193359375,74.5826187133789,67.20222473144531,81.9630126953125,89.18276977539062,83.440185546875,94.92535400390625,73.9128189086914,64.6507339477539,83.1749038696289,36508.30831756502,9644.740117694126,10.505295138806678,9.174167980206892,-0.054270637670912336,-5.427063767091234,0,0,0,1
HUN,Hungary,1995,79580966214.79642,4303818.0,20293119817.07993,28.30546837066536,10.31429233726385,18945206877.10883,46.36952411600704,9.825454,69.04844665527344,70.46326446533203,67.63359832763672,60.66231155395508,61.19315719604492,60.13145446777344,62.493804931640625,61.384918212890625,63.602699279785156,58.8307991027832,61.00138854980469,56.660213470458984,63.31196212768555,66.4887924194336,60.1351318359375,47.13347625732422,50.30485153198242,43.96211242675781,69.68121337890625,75.0093002319336,64.3531265258789,73.1211929321289,74.15222930908203,72.09015655517578,83.17102813720703,83.70784759521484,82.63421630859375,18490.783349759775,4715.143581136546,9.82502768961462,8.45853464659469,0.013721602257797727,1.3721602257797727,0,0,0,0
HUN,Hungary,1996,79661529391.28703,4306901.0,21319562367.0066,23.46903019191848,7.022575057507313,18416016754.2266,46.42748962432375,9.894546,71.64241027832031,71.85555267333984,71.42929077148438,66.94487762451172,65.45610046386719,68.43365478515625,66.06124114990234,66.85498809814453,65.26748657226562,67.82852172851562,64.05722045898438,71.59982299804688,62.7196159362793,64.68614959716797,60.75309753417969,47.55017852783203,49.77915954589844,45.32119369506836,67.90096282958984,70.69296264648438,65.10894012451172,72.70777130126953,73.58634948730469,71.82918548583984,85.26275634765625,85.42440032958984,85.1010971069336,18496.252732832036,4950.0934353974235,9.825323435567332,8.507161731222453,0.0002957459527124229,0.029574595271242288,0,0,0,0
HUN,Hungary,1997,82033753398.23236,4309332.0,23439820037.6095,18.30507441437988,8.785336301274068,18226225018.57106,44.8826876653987,9.963636,73.14031219482422,73.12577819824219,73.15484619140625,69.98809814453125,68.4284439086914,71.54776763916016,69.94939422607422,68.80786895751953,71.0909194946289,70.02681732177734,68.04901885986328,72.00462341308594,63.52384948730469,65.24771881103516,61.79998016357422,48.65968704223633,50.16843032836914,47.15093231201172,68.98869323730469,70.95697021484375,67.02041625976562,72.92314910888672,74.61773681640625,71.22856903076172,85.90899658203125,85.701171875,86.11680603027344,19036.3038629264,5439.31635752583,9.854103164654386,8.601408662380448,0.02877972908705395,2.877972908705395,0,0,0,0
HUN,Hungary,1998,85190500943.98744,4310955.0,27949845746.18779,14.15378965453398,6.685854301371958,17771766622.21547,43.91770234742086,10.032727,74.0936279296875,73.82353973388672,74.36371612548828,71.50346374511719,69.41085815429688,73.59607696533203,72.6202392578125,70.6225814819336,74.6178970336914,70.3866958618164,68.19913482666016,72.57426452636719,64.54138946533203,66.06201934814453,63.020751953125,49.18525314331055,49.79881286621094,48.57168960571289,69.92195892333984,71.19964599609375,68.64427947998047,74.5169448852539,77.18759155273438,71.84628295898438,86.23605346679688,85.99774932861328,86.47434997558594,19761.39879539161,6483.4464164408555,9.891485758036884,8.777007502350925,0.03738259338249783,3.738259338249783,0,0,0,0
HUN,Hungary,1999,87819529312.33008,4319306.0,28182147555.60833,9.997744093033676,6.885581573024975,18065105206.16112,45.57763654022384,10.101818,75.29203796386719,74.75181579589844,75.83224487304688,72.14872741699219,69.5955581665039,74.70189666748047,73.00846862792969,70.39958953857422,75.61734771728516,71.28898620605469,68.7915267944336,73.78645324707031,66.11422729492188,68.35954284667969,63.868934631347656,51.807838439941406,50.793190002441406,52.822486877441406,72.33598327636719,77.09051513671875,67.5814437866211,74.19889831542969,77.19493865966797,71.20286560058594,87.61312103271484,86.30034637451172,88.92589569091797,20331.861024046473,6524.69344742149,9.919944443212254,8.783349249849156,0.028458685175369425,2.8458685175369425,0,0,0,0
HUN,Hungary,2000,91691821698.80937,4344023.0,29681044145.44066,9.803610169081253,5.812072105160343,18823538256.37905,44.85197069367175,10.170909,76.17166900634766,76.24382019042969,76.0995101928711,73.53046417236328,71.75089263916016,75.3100357055664,75.0724868774414,73.67281341552734,76.47216033935547,71.98844909667969,69.8289794921875,74.14791870117188,67.363525390625,70.661376953125,64.06568145751953,52.8028450012207,50.822792053222656,54.78289794921875,73.82679748535156,82.12031555175781,65.53327941894531,75.4609603881836,79.0410385131836,71.88087463378906,87.62097930908203,86.31919860839844,88.92276763916016,21107.582003780684,6832.616711615168,9.957387591590269,8.829462999488042,0.03744314837801532,3.7443148378015323,0,0,0,0
HUN,Hungary,2001,95416367494.03722,4378291.0,28563898675.46027,9.116809116809106,7.544264731662485,19572008269.71441,45.16784778172978,10.24,77.78486633300781,77.02144622802734,78.54827117919922,75.60557556152344,71.31928253173828,79.89186096191406,74.75090026855469,73.37464141845703,76.12715911865234,76.46024322509766,69.263916015625,83.65655517578125,69.57081604003906,73.70130920410156,65.44031524658203,54.2188835144043,51.94248580932617,56.495277404785156,75.57933044433594,83.87818145751953,67.28047180175781,78.91423034667969,85.28324890136719,72.54521179199219,88.17821502685547,86.04376983642578,90.31266784667969,21793.062063265603,6523.983598956824,9.989346944144993,8.783240449782628,0.03195935255472371,3.195935255472371,0,0,0,0
HUN,Hungary,2002,99929623991.07944,4404391.0,30310278246.82022,5.265448215839854,5.386780909154309,20646408849.66841,45.43298135983575,10.3875,77.40687561035156,76.64253234863281,78.1712417602539,74.07166290283203,69.85125732421875,78.29207611083984,72.86322021484375,70.94132995605469,74.78511810302734,75.28010559082031,68.76117706298828,81.79903411865234,70.01129150390625,74.38937377929688,65.63320922851562,54.76268005371094,53.266624450683594,56.25873947143555,75.755859375,83.73812103271484,67.77359008789062,79.51534271240234,86.16338348388672,72.86730194091797,88.1376953125,85.68695068359375,90.58843231201172,22688.635952411907,6881.831846178103,10.029619459281568,8.836640152199296,0.04027251513657504,4.027251513657504,0,0,0,0
HUN,Hungary,2003,103865629649.0228,4420410.0,30897300302.90124,4.661016949152537,4.88025299452782,21699014615.19874,46.00919273132531,10.535,78.0846939086914,77.49324798583984,78.6761474609375,74.57231903076172,70.37019348144531,78.77444458007812,72.53118896484375,71.08257293701172,73.97978973388672,76.61346435546875,69.6578140258789,83.56909942626953,70.51422119140625,74.36902618408203,66.65940856933594,55.16632080078125,53.91497802734375,56.41766357421875,77.58723449707031,85.52371215820312,69.65076446533203,78.78909301757812,83.66838073730469,73.90980529785156,89.16756439208984,87.74053955078125,90.5945816040039,23496.831662452758,6989.691070036771,10.064620868168479,8.852191638262168,0.03500140888691128,3.500140888691128,0,0,0,0
HUN,Hungary,2004,109020611056.0806,4441310.0,36441872550.89532,6.744346795694687,4.362912778236161,21886508014.64206,46.49962008050007,10.6825,80.67940521240234,78.67640686035156,82.68242645263672,80.81079864501953,72.54627227783203,89.0753402709961,81.268310546875,70.18232727050781,92.35429382324219,80.3532943725586,74.91020202636719,85.79637908935547,72.4159164428711,75.70978546142578,69.12203979492188,56.57218551635742,55.729087829589844,57.41527557373047,78.09257507324219,85.29087829589844,70.89427185058594,82.5830078125,86.10942077636719,79.05657958984375,88.81153106689453,87.77313995361328,89.84992218017578,24546.949223558047,8205.208046926542,10.108342857621265,9.012524359318093,0.04372198945278605,4.372198945278605,0,0,0,0
HUN,Hungary,2005,113708806061.0917,4456354.0,36078174648.73786,3.561517113783518,24.30602880684273,22324534381.06916,49.82924877070164,10.83,81.11161041259766,78.62743377685547,83.59577941894531,81.38890075683594,75.18158721923828,87.59620666503906,81.126708984375,71.26653289794922,90.98688507080078,81.65108489990234,79.09664916992188,84.20552825927734,73.2550048828125,73.51029968261719,72.99970245361328,61.525917053222656,56.815399169921875,66.23643493652344,76.3363265991211,78.4400405883789,74.23260498046875,81.90274810791016,85.27542114257812,78.53007507324219,88.6909408569336,87.1904525756836,90.19142150878906,25516.10712728201,8095.895130579362,10.147065183788603,8.999112438204637,0.038722326167338394,3.8722326167338394,0,0,0,0
HUN,Hungary,2006,118182032745.5501,4468587.0,36087117154.44617,3.930326038410014,16.15748765032649,22727631049.01865,52.6279427688957,11.075,81.91084289550781,79.72924041748047,84.09246063232422,83.20573425292969,80.1568603515625,86.25463104248047,80.36808776855469,73.51956176757812,87.21662902832031,86.04339599609375,86.79415893554688,85.29263305664062,73.28876495361328,71.83269500732422,74.74483489990234,62.24273681640625,57.46966552734375,67.01581573486328,74.83570861816406,72.4886703491211,77.1827621459961,82.7878189086914,85.53972625732422,80.0359115600586,89.23805236816406,87.19818115234375,91.27790832519531,26447.29368490534,8075.7333704023595,10.182909113900559,8.996618963831052,0.0358439301119553,3.58439301119553,0,0,0,0
HUN,Hungary,2007,118574815857.9734,4463496.0,35297254354.33732,7.958745165449096,50.40652302751359,21757690207.90635,55.22539070537108,11.32,82.52392578125,80.1420669555664,84.90574645996094,84.11894989013672,81.68598175048828,86.55193328857422,81.5008316040039,75.30538177490234,87.69628143310547,86.73707580566406,88.06656646728516,85.4075698852539,73.88261413574219,71.87771606445312,75.88751220703125,64.7182388305664,61.10612869262695,68.33035278320312,73.54285430908203,68.72509765625,78.36061096191406,83.3867416381836,85.8019027709961,80.97156524658203,89.57015228271484,86.86248016357422,92.27781677246094,26565.45807545776,7907.983866085535,10.187367082307155,8.9756281440868,0.00445796840659618,0.445796840659618,0,0,0,0
HUN,Hungary,2008,119752782052.7458,4452834.0,35886026249.06862,6.042512538810601,47.23642118966376,22422102691.23715,56.72214803782253,11.565001,81.00454711914062,77.06543731689453,84.94367218017578,83.40450286865234,81.5673599243164,85.24166107177734,81.34545135498047,76.14202117919922,86.54889678955078,85.46356201171875,86.99268341064453,83.9344253540039,69.15694427490234,61.0014762878418,77.31240844726562,64.73412322998047,60.12400817871094,69.34423828125,75.50688934326172,71.27102661132812,79.74275970458984,67.22982025146484,51.60939025878906,82.85022735595703,90.45221710205078,88.62748718261719,92.2769546508789,26893.6102385011,8059.143064634482,10.199643999771217,8.994562510324094,0.01227691746406201,1.227691746406201,1,0,0,0
HUN,Hungary,2009,111681245651.5213,4400693.0,27132118578.47315,4.211711711711715,-2.282804956311935,22586519649.52163,60.4917208079251,11.81,81.37389373779297,77.15419006347656,85.59362030029297,84.7531967163086,83.52876281738281,85.97762298583984,82.79977416992188,77.32950592041016,88.2700424194336,86.70659637451172,89.72799682617188,83.6852035522461,69.0528564453125,59.940765380859375,78.16496276855469,64.82036590576172,60.66791915893555,68.97280883789062,73.61543273925781,67.3115463256836,79.9193115234375,68.72280883789062,51.84285354614258,85.60276794433594,90.31565856933594,87.99308776855469,92.63822937011719,25378.10423301996,6165.419532440265,10.141642043168062,8.726711463962788,-0.05800195660315488,-5.800195660315488,1,0,0,0
HUN,Hungary,2010,112873946275.5872,4434705.0,27931491265.72622,4.85555795691956,-15.88543802833379,22543685392.85619,60.86590964501307,11.88,81.29344940185547,77.56863403320312,85.01824951171875,83.8489761352539,83.53388977050781,84.16404724121094,82.69127655029297,77.99059295654297,87.3919677734375,85.00664520263672,89.0771713256836,80.9361343383789,70.06070709228516,60.783058166503906,79.33834838867188,65.9573745727539,61.26464080810547,70.65010833740234,75.26148223876953,69.99087524414062,80.5320816040039,68.96327209472656,51.09368896484375,86.83285522460938,89.97066497802734,88.38896179199219,91.5523681640625,25452.41369506815,6298.387664055719,10.14456585815223,8.748048953284528,0.0029238149841681604,0.29238149841681604,0,1,0,0
HUN,Hungary,2011,115037411549.8744,4449987.0,27189617236.70916,3.9299209893507,7.454421454923814,22628057959.60012,62.49796434572598,11.92,80.9041976928711,77.67125701904297,84.13714599609375,82.61746978759766,83.02405548095703,82.21086883544922,82.06551361083984,79.04019165039062,85.0908203125,83.1694107055664,87.00790405273438,79.3309097290039,69.93132781982422,61.57680130004883,78.28588104248047,66.42314147949219,61.73422622680664,71.11204528808594,75.81332397460938,70.5084228515625,81.11823272705078,67.55755615234375,52.48776626586914,82.62735748291016,90.1637954711914,88.41290283203125,91.91468048095703,25851.179239371802,6110.044194895212,10.160111497440445,8.717689285346554,0.01554563928821473,1.554563928821473,0,1,0,0
HUN,Hungary,2012,113496503293.0166,4485535.0,25694694812.18199,5.652145170886461,8.305498507720907,22319891169.1264,58.71972914320258,11.84,80.96310424804688,77.9758529663086,83.95034790039062,81.9725112915039,83.01940155029297,80.92561340332031,81.78361511230469,78.6816635131836,84.88557434082031,82.1613998413086,87.3571548461914,76.96565246582031,70.73942565917969,62.46623611450195,79.0125961303711,67.28653717041016,62.206485748291016,72.36659240722656,77.15373229980469,72.5768814086914,81.7305679321289,67.77799987792969,52.6153450012207,82.94063568115234,90.17737579345703,88.44190979003906,91.912841796875,25302.77955539676,5728.345629268748,10.138669532530695,8.653182047125377,-0.0214419649097497,-2.14419649097497,0,1,0,0
HUN,Hungary,2013,115802945078.1865,4520977.0,27040137798.29392,1.73319984983101,-2.749863952570859,23015077013.95291,60.33404162705337,12.01,81.09286499023438,78.1256332397461,84.06007385253906,81.69052124023438,82.4476089477539,80.93344116210938,81.70893096923828,78.51990509033203,84.89794921875,81.67212677001953,86.37531280517578,76.96894073486328,71.23184967041016,63.45954895019531,79.0041732788086,68.12702941894531,63.931121826171875,72.32293701171875,77.2033920288086,72.07585906982422,82.3309326171875,68.36515808105469,54.37168884277344,82.358642578125,90.3561782836914,88.46974182128906,92.24260711669922,25614.58398885606,5981.038567171193,10.15091715532227,8.696349505305191,0.012247622791575097,1.2247622791575097,0,0,0,0
HUN,Hungary,2014,120822254244.7299,4626892.0,30462833084.04421,-0.2275662709882186,9.126502233057895,24205010158.14487,57.1612811738712,11.77,81.88675689697266,77.48756408691406,86.28595733642578,83.90899658203125,80.65985870361328,87.15813446044922,83.99373626708984,77.96939086914062,90.0180892944336,83.82425689697266,83.35032653808594,84.29817962646484,71.74906921386719,64.03783416748047,79.46027374267578,68.50578308105469,64.774169921875,72.23741912841797,77.7225341796875,72.49778747558594,82.94728088378906,69.01885223388672,54.84156799316406,83.19613647460938,90.0022201538086,87.76500701904297,92.23944091796875,26113.04829348295,6583.865169976781,10.170190403001314,8.79237726371113,0.019273247679043592,1.9273247679043592,0,0,0,0
HUN,Hungary,2015,125244126623.2895,4709412.0,29879197730.30349,-0.06164468006416725,-4.367255909787597,24676695336.20327,56.68273995344543,11.85,81.42442321777344,77.70402526855469,85.1447982788086,81.2931900024414,80.72160339355469,81.86475372314453,83.04296112060547,77.859130859375,88.22679138183594,79.54339599609375,83.58406829833984,75.50272369384766,72.78978729248047,64.60990142822266,80.96965026855469,67.316650390625,64.52508544921875,70.10822296142578,80.56829833984375,72.87823486328125,88.25836944580078,70.484375,56.42638397216797,84.54237365722656,90.1902847290039,87.78058624267578,92.5999984741211,26594.429755410973,6344.570772381667,10.188457065149622,8.75535472969345,0.0182666621483083,1.82666621483083,0,0,0,0
HUN,Hungary,2016,128298381762.5922,4780556.0,29081685347.18116,0.3947693066863919,53.84676367850149,24859205427.22383,58.56405239475057,11.89,81.74566650390625,77.99044036865234,85.50091552734375,81.25340270996094,80.3447494506836,82.16207122802734,83.25142669677734,77.55103302001953,88.95182037353516,79.2553939819336,83.13845825195312,75.37232208251953,73.75877380371094,66.08493041992188,81.4326171875,67.9432601928711,65.95130157470703,69.93521118164062,80.7681884765625,72.31656646728516,89.21981048583984,72.56488800048828,59.98691940307617,85.14286041259766,90.224853515625,87.54168701171875,92.90801239013672,26837.543951496897,6083.326991082451,10.197557079875379,8.713307027780196,0.009100014725756722,0.9100014725756722,0,0,0,0
HUN,Hungary,2017,133589642960.1722,4807691.0,31473978977.42372,2.348242811501539,-8.631354962363897,25543332766.50587,58.27178531870953,11.9800005,82.29191589355469,79.10577392578125,85.47804260253906,81.54048156738281,80.78556823730469,82.29537963867188,83.6046371459961,77.80975341796875,89.3995361328125,79.4762954711914,83.76136016845703,75.19123077392578,74.98291778564453,68.73487091064453,81.2309799194336,68.68409729003906,67.24915313720703,70.11904907226562,80.81209564208984,72.29203796386719,89.33216094970703,75.45257568359375,66.6634292602539,84.24172973632812,90.35233306884766,87.79686737060547,92.90779876708984,27786.65329368551,6546.589407976453,10.232311087045654,8.78669949194512,0.03475400717027455,3.475400717027455,0,0,0,0
HUN,Hungary,2018,141078862882.1647,4835700.0,36853458802.27381,2.850247925946455,-40.10824601697438,25998184958.78568,58.84679688544681,12.07,81.84608459472656,78.87799072265625,84.81417083740234,80.87059783935547,79.3611831665039,82.3800048828125,83.68312072753906,78.16161346435547,89.20462799072266,78.05807495117188,80.56076049804688,75.55538177490234,74.49221801757812,69.82877349853516,79.15565490722656,70.06608581542969,69.89115142822266,70.24102020263672,80.59221649169922,72.13915252685547,89.04528045654297,72.81832885742188,67.45600891113281,78.18065643310547,90.17543029785156,87.44397735595703,92.9068832397461,29174.444833667247,7621.1218235775195,10.28104842813625,8.938678858786684,0.048737341090596686,4.873734109059669,0,0,0,0
HUN,Hungary,2019,148241697677.3038,4843975.0,41340201861.58091,3.338586353820081,59.57754938339524,27538675234.71133,57.8195336151716,12.16,81.52672576904297,78.60901641845703,84.44441986083984,81.11750030517578,79.67474365234375,82.56026458740234,83.79792022705078,78.2192153930664,89.37662506103516,78.43708038330078,81.13026428222656,75.74391174316406,74.1490707397461,70.43090057373047,77.8672103881836,68.7066421508789,70.26329803466797,67.14998626708984,80.36275482177734,70.67523193359375,90.0502700805664,73.3778076171875,70.35421752929688,76.40140533447266,89.3135986328125,85.72140502929688,92.90579986572266,30603.316011602827,8534.35491751731,10.328863648461509,9.051855051530609,0.04781522032525842,4.781522032525842,0,0,0,0
